"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"1468","first","1B",6.78,"Rebecca Bell","animals",0,0,1,"Rebecca began an initiative around town to teach people about the organization and about the feral cat colonies that live in the shadows of our fast-moving society. ",3,4,4,"Exp3_P228",1
"1469","first","1B",4.34,"Riley Hill","meals",0,0,1,"Riley has gained a great sense of pride and understanding for the struggles of the less fortunate and has dedicated their life to helping them get back on their feet. ",2,3,3,"Exp3_P228",1
"1470","first","1B",2.41,"Tommie Brown","science",0,0,1,"Tommie gave opinions on potential future experiments and outcomes that are possible from studying the results. ",3,2,3,"Exp3_P228",1
"1471","first","2B",5.22,"Blair Young","animals",0,0,1,"the trap-neuter-release program is doing well and alleviating the feral numbers.  This is helping the environment and community by decreasing the number of feral cats and thereby the number of cat involved traffic accidents and deaths. ",1,1,1,"Exp3_P16",1
"1472","first","2B",1.24,"Brian Wright","science",1,0,0,"he will continue to follow the group of 4 year olds as they age and progress through life school and math.  The ability to quickly scan their brains while doing maths will aid in research and development of new methods and technologies. ",1,1,1,"Exp3_P16",1
"1473","first","2B",5.86,"Elisha Bell","book",0,1,0,"she continued to work in retail while writing her followup book in the evenings.  The moderate success of her debut has opened many doors and she will no doubt be able to make the rent in the near future. ",1,1,2,"Exp3_P16",1
"1474","first","2B",3.75,"Quinn Brooks","politics",1,0,0,"continued campaigning in his district with the same results and excitement.  Quinn is poised to unseat the incumbent legislator due to the groundswell of support.",2,2,3,"Exp3_P16",1
"1475","first","2B",6.78,"Rebecca King","album",0,0,1,"it was a labor of love and dedication so I am very pleased it has been so well received. ",2,1,3,"Exp3_P16",1
"1476","first","2B",4.34,"Riley Campbell","athlete",0,0,1,"if I can stay healthy and keep running anything is possible. ",2,1,3,"Exp3_P16",1
"1477","first","2B",2.41,"Tommie Hill","meals",0,0,1,"there has been an outpouring of support via volunteers and encouragement. ",1,1,1,"Exp3_P16",1
"1478","first","2B",5.22,"Blair Young","animals",0,0,1,"It has since become a booming success with feral cat populations declining and less cats in shelters overall.",2,2,3,"Exp3_P116",1
"1479","first","2B",1.24,"Brian Wright","science",1,0,0,"He found some ground breaking developments in the field of child development. This data will be used to benefit many children with learning disabilites.",1,1,2,"Exp3_P116",1
"1480","first","2B",5.86,"Elisha Bell","book",0,1,0,"She became one of America's top authors and is doing very well for herself.",2,1,1,"Exp3_P116",1
"1481","first","2B",3.75,"Quinn Brooks","politics",0,1,0,"She then lead a successful campaign ending with her being elected.",2,1,1,"Exp3_P116",1
"1482","first","2B",6.78,"Rebecca King","album",0,1,0,"It was unexpected but because of it her career is now booming. ",2,1,2,"Exp3_P116",1
"1483","first","2B",4.34,"Riley Campbell","athlete",0,0,1,"Some might say it's not going to happen but just take a look at what I've done already.",2,2,2,"Exp3_P116",1
"1484","first","2B",2.41,"Tommie Hill","meals",0,0,1,"There has been big growth in support programs during the holiday season.",2,2,2,"Exp3_P116",1
"1485","first","1B",5.22,"Blair Campbell","politics",0,0,1,"people are so excited and there was a high turnouts",1,1,1,"Exp3_P167",1
"1486","first","1B",1.24,"Brian Walker","athlete",1,0,0,"he is lucky for not sustaining any injuries for the season so he is still running.",1,1,1,"Exp3_P167",1
"1487","first","1B",5.86,"Elisha Collins","book",0,0,1,"the tour will last for ten weeks",1,1,1,"Exp3_P167",1
"1488","first","1B",3.75,"Quinn Young","album",0,0,1,"one reviewer writes that Quin has produced a thought provoking yet light hearted story about the moments that shape our life. ",1,1,1,"Exp3_P167",1
"1489","first","1B",6.78,"Rebecca Bell","animals",0,0,1,"Rebecca Bell says that they have adopted over 400 animals this season and spayed/neutered an additional 150 local strays. ",1,1,1,"Exp3_P167",1
"1490","first","1B",4.34,"Riley Hill","meals",0,0,1,"Riley is also looking for volunteers for cooking transportation and clean-up in addition to the food items.",1,1,1,"Exp3_P167",1
"1491","first","1B",2.41,"Tommie Brown","science",0,0,1,"Tommie plans to follow the same group of children for the next several years to see how their brains develop over time as they learn more math in school.",1,1,1,"Exp3_P167",1
"1492","first","3A",2.12,"Chris Young","politics",0,0,1," Chris has the first campaign we've been excited about in a long time said multiple town hall attendees. Chris has done a remarkable job talking to constituents to develop a platform that will help our city thrive in comings years.",2,1,2,"Exp3_P188",1
"1493","first","3A",5.59,"Jodie Cooper","athlete",0,0,1,"I'm lucky to have not sustained injuries this season",2,3,1,"Exp3_P188",1
"1494","first","3A",4.73,"Kerry Bell","animals",0,0,1,"All of them are healing well but we hope to avoid accidents and overpopulations by continuing our Trap-Neuter-Return program for adult cats and socializing younger ones for adoption.",1,2,2,"Exp3_P188",1
"1495","first","3A",6.73,"Mary Collins","album",0,0,1,"Mary brings a fresh take to the genre",3,2,3,"Exp3_P188",1
"1496","first","3A",1.21,"Matthew Brown","science",0,0,1," It's difficult to do brain scans of children so young says Matthew but we're now able to use imaging techniques that are quieter and quicker so even 4-year-olds were comfortable participating. ",3,2,4,"Exp3_P188",1
"1497","first","3A",3.61,"Stevie Ward","meals",0,0,1,"This is a season for celebrating family but not everyone has supportive family in their lives. We hope a Thanksgiving dinner can help carry on old traditions and celebrate the new families that are built through the support these people give each other during rough periods of their lives. ",1,3,2,"Exp3_P188",1
"1498","first","3A",4.22,"Taylor Miller","book",0,0,1,"This is Taylor's debut novel a remarkable achievement for the first-time author who has spent the last fifteen years working in retail and spending evenings writing.",3,2,3,"Exp3_P188",1
"1499","first","1C",6.24,"Ashley Cook","book",0,0,1,"it landed on the New York Times best seller list for three weeks. For a first time author this is an amazing achievement.",5,5,6,"Exp3_P91",0
"1500","first","1C",2.61,"Emerson Moore","meals",0,0,1,"Emerson has collected donations for 200 Thanksgiving meals which will be given to shelters. Emerson will continue to accept donations after Thanksgiving and is also looking for volunteers.",6,5,5,"Exp3_P91",0
"1501","first","1C",6.82,"Emily Ward","album",0,1,0,"it is her most successful release yet and is becoming a staple on multiple radio stations. She also said her upcoming tour has sold out in several locations and her opening concert received rave reviews.",6,6,6,"Exp3_P91",0
"1502","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she says that they have adopted over 400 animals this season and spayed/neutered an additional 150 local strays. The Trap-Neuter-Return program has been working well and that the organization will accept applications for adoption donations and volunteer in the winter.  ",6,6,5,"Exp3_P91",0
"1503","first","1C",1.28,"James Green","science",1,0,0,"he said that this study is the first to do neuroimaging on children of preschool age and provides insights into children's math knowledge before they start proper schooling. James plans to follow up with the same group of children for the next few years to see how their brains develop as they learn math in school.",4,5,5,"Exp3_P91",0
"1504","first","1C",4.39,"Jessie Brooks","athlete",1,0,0,"running is a brutal sport and that he or she is lucky to not have sustained injuries this season and that he/she is scheduled to run in two more events before the season ends.",5,5,5,"Exp3_P91",0
"1505","first","1C",3.87,"Reese King","politics",0,0,1,"attendees said that this is the first campaign they have been excited about. Reese has done a great job in talking to constituents to develop a platform for a thriving city.",5,5,5,"Exp3_P91",0
"1506","first","1B",5.22,"Blair Campbell","politics",1,0,0,"He became well known and more people were interested in what he has to offer and the numbers of supporters multiplied. Probability of winning the election is high.",1,2,2,"Exp3_P53",0
"1507","first","1B",1.24,"Brian Walker","athlete",1,0,0,"His very optimistic about winning and he prays the odds are in his favor coupled with his relentless effort.",2,1,2,"Exp3_P53",0
"1508","first","1B",5.86,"Elisha Collins","book",0,0,1,"I would say years of hard-work paid off moreover the most important is trying new things out and living in the moment. This brought about the change. i would leave you with this..... JUST DO IT!",1,1,1,"Exp3_P53",0
"1509","first","1B",3.75,"Quinn Young","album",0,1,0,"Her life changes for good no need to work at retail shops better still devoted into writing full time and something amazing would probably be released in the nearest future.",2,1,2,"Exp3_P53",0
"1510","first","1B",6.78,"Rebecca Bell","animals",0,1,0,"She merely had a mind to help local stray cats but now the vision is much larger than she envisaged and it has become something so big.",2,1,2,"Exp3_P53",0
"1511","first","1B",4.34,"Riley Hill","meals",1,0,0,"He has come in contact with a lot of needy people and the only way he could help was by bringing smiles to the face of those in needs.",1,1,1,"Exp3_P53",0
"1512","first","1B",2.41,"Tommie Brown","science",0,0,1,"It yielded positive results and was generally accepted by the public.",2,1,1,"Exp3_P53",0
"1513","first","3A",2.12,"Chris Young","politics",1,0,0,"he ignited interest in the community. ",2,1,2,"Exp3_P264",0
"1514","first","3A",5.59,"Jodie Cooper","athlete",0,1,0,"as long as she can stay healthy she will keep trying. ",2,1,3,"Exp3_P264",0
"1515","first","3A",4.73,"Kerry Bell","animals",0,0,1,"the feral cat population has decreased. ",2,2,1,"Exp3_P264",0
"1516","first","3A",6.73,"Mary Collins","album",0,1,0,"she's excited to begin work on her new album. ",2,2,3,"Exp3_P264",0
"1517","first","3A",1.21,"Matthew Brown","science",1,0,0,"he continued his research with the children for several years. ",2,1,1,"Exp3_P264",0
"1518","first","3A",3.61,"Stevie Ward","meals",1,0,0,"he has helped countless people in need. ",2,2,1,"Exp3_P264",0
"1519","first","3A",4.22,"Taylor Miller","book",0,1,0,"she received success. ",2,2,3,"Exp3_P264",0
"1520","first","2B",5.22,"Blair Young","animals",0,0,1,"The kittens are always available",2,2,2,"Exp3_P196",NA
"1521","first","2B",1.24,"Brian Wright","science",0,0,1,"Brains has 4 year old answer questions discussed",3,2,3,"Exp3_P196",NA
"1522","first","2B",5.86,"Elisha Bell","book",0,0,1,"I am eager to read future book by Elisha.",3,2,3,"Exp3_P196",NA
"1523","first","2B",3.75,"Quinn Brooks","politics",0,0,1,"Quinn has done a remarkable job platform event.",2,2,2,"Exp3_P196",NA
"1524","first","2B",6.78,"Rebecca King","album",0,0,1,"Rebecca's upcoming told has genre Love Like a Balloon.",2,2,1,"Exp3_P196",NA
"1525","first","2B",4.34,"Riley Campbell","athlete",0,0,1,"I am feeling good and i am so running.",2,2,1,"Exp3_P196",NA
"1526","first","2B",2.41,"Tommie Hill","meals",0,0,1,"200 thanksgiving meals",2,2,2,"Exp3_P196",NA
"1527","first","2A",2.12,"Chris Collins","meals",1,0,0,"he feels fulfilled.",2,1,4,"Exp3_P41",0
"1528","first","2A",5.59,"Jodie Ward","animals",0,1,0,"she feels satisfied with her live.",2,2,4,"Exp3_P41",0
"1529","first","2A",4.73,"Kerry Moore","book",0,1,0,"she finally feels accomplished ",1,1,3,"Exp3_P41",0
"1530","first","2A",6.73,"Mary Brown","politics",0,1,0,"she feel poweful",4,2,2,"Exp3_P41",0
"1531","first","2A",1.21,"Matthew Turner","album",0,0,1,"it's like screaming of joy from Everest mountain ",2,1,3,"Exp3_P41",0
"1532","first","2A",3.61,"Stevie Cooper","science",1,0,0,"he felt useful for science progress",1,1,4,"Exp3_P41",0
"1533","first","2A",4.22,"Taylor Smith","athlete",1,0,0,"he will try",2,1,3,"Exp3_P41",0
"1534","first","1B",5.22,"Blair Campbell","politics",1,0,0,"He continued to gather interest and began climbing the polls",6,6,5,"Exp3_P203",0
"1535","first","1B",1.24,"Brian Walker","athlete",0,0,1,"I have put in 100 percent of the effort I aim to do my best",6,7,5,"Exp3_P203",0
"1536","first","1B",5.86,"Elisha Collins","book",0,0,1,"It's doing better than I could have imagined I am proud of the album",7,7,6,"Exp3_P203",0
"1537","first","1B",3.75,"Quinn Young","album",1,0,0,"It went on Oprahs favorite book club and he was best selling for 6 months straight ",7,7,7,"Exp3_P203",0
"1538","first","1B",6.78,"Rebecca Bell","animals",0,0,1,"The number of feral cats has reduced and the colonies are healthier",7,6,6,"Exp3_P203",0
"1539","first","1B",4.34,"Riley Hill","meals",0,0,1,"The homeless have been getting nourished and more volunteers are coming to help",7,6,7,"Exp3_P203",0
"1540","first","1B",2.41,"Tommie Brown","science",0,0,1,"The benefits to the children have inspired extra funding for the project",6,7,7,"Exp3_P203",0
"1541","first","3A",2.12,"Chris Young","politics",0,0,1,"People were excited about the upcoming election as they haven't been in years.",2,1,2,"Exp3_P326",NA
"1542","first","3A",5.59,"Jodie Cooper","athlete",0,0,1,"She's still in the running. She's glad to not have sustained injuries.",2,1,1,"Exp3_P326",NA
"1543","first","3A",4.73,"Kerry Bell","animals",0,1,0,"She fostered cats that were injured in accidents.",1,1,1,"Exp3_P326",NA
"1544","first","3A",6.73,"Mary Collins","album",0,1,0,"Mary didn't the critics said she has a fresh take on it. ",3,1,1,"Exp3_P326",NA
"1545","first","3A",1.21,"Matthew Brown","science",1,0,0,"He wants to follow up with the group of children over many years.",2,1,1,"Exp3_P326",NA
"1546","first","3A",3.61,"Stevie Ward","meals",1,0,0,"He continues to accept donations and plans for Holiday dinners.",1,1,1,"Exp3_P326",NA
"1547","first","3A",4.22,"Taylor Miller","book",0,1,0,"Critics reviewed it and praised it saying they can't wait to read her future work.",2,1,3,"Exp3_P326",NA
"1548","first","2A",2.12,"Chris Collins","meals",1,0,0,"he has gotten very close to the community.",1,2,2,"Exp3_P47",0
"1549","first","2A",5.59,"Jodie Ward","animals",0,1,0,"she has found a deep connection with the other people involved.",1,2,2,"Exp3_P47",0
"1550","first","2A",4.73,"Kerry Moore","book",1,0,0,"he sat back to really reflect on his own experiences.",2,1,2,"Exp3_P47",0
"1551","first","2A",6.73,"Mary Brown","politics",0,1,0,"she felt very accomplished and excited for the upcoming election.",2,2,2,"Exp3_P47",0
"1552","first","2A",1.21,"Matthew Turner","album",1,0,0,"he is overwhelmed with the amazing feedback of his new album.",2,1,2,"Exp3_P47",0
"1553","first","2A",3.61,"Stevie Cooper","science",0,1,0,"she felt she could understand the minds of very young children.",2,2,2,"Exp3_P47",0
"1554","first","2A",4.22,"Taylor Smith","athlete",0,1,0,"all she can do is focus on the next run.",2,1,2,"Exp3_P47",0
"1555","first","1B",5.22,"Blair Campbell","politics",0,1,0,"she organized a committee of about a dozen or so people and delagated each with a task to help with her campaign. ",2,2,2,"Exp3_P318",NA
"1556","first","1B",1.24,"Brian Walker","athlete",0,0,1,"Yes I'm very confident so we'll see. I think I will take a day or two to rest though. My coach advised this so perhaps I should. ",3,1,1,"Exp3_P318",NA
"1557","first","1B",5.86,"Elisha Collins","book",0,0,1,"Well I'm very grateful. Its the fans across the world that have made this album what it is. Without them it would be nothing. I'm very grateful for their reception. ",2,1,1,"Exp3_P318",NA
"1558","first","1B",3.75,"Quinn Young","album",1,0,0,"he goes on the talking circuit appearing on The Ellen Show Opra and late night shows to discuss his book. He also makes a few book signing appearances at what brick and morter book stores are left in the big cities. ",2,1,2,"Exp3_P318",NA
"1559","first","1B",6.78,"Rebecca Bell","animals",0,1,0,"she is recognized by the local city council and mayor for helping to stem the crises of feral cats running around the city. Her organization received more funding thanks to the attention she's getting. ",1,1,1,"Exp3_P318",NA
"1560","first","1B",4.34,"Riley Hill","meals",1,0,0,"he has been gaining much attention from local TV and radio stations getting interviews on each pleading for volunteers and donations. Many volunteers and donations have been forthcoming. ",1,1,1,"Exp3_P318",NA
"1561","first","1B",2.41,"Tommie Brown","science",1,0,0,"he plans a tour around the country to discuss his research with boards of educations members in different school districts. ",2,1,1,"Exp3_P318",NA
"1562","first","2A",2.12,"Chris Collins","meals",1,0,0,"He has helped a lot of people",2,3,3,"Exp3_P335",0
"1563","first","2A",5.59,"Jodie Ward","animals",0,0,1,"They adopted hundreds of cats.",3,3,3,"Exp3_P335",0
"1564","first","2A",4.73,"Kerry Moore","book",0,0,1,"They achieved a great deal of success",3,4,3,"Exp3_P335",0
"1565","first","2A",6.73,"Mary Brown","politics",0,0,1,"That was important to the community.",4,4,4,"Exp3_P335",0
"1566","first","2A",1.21,"Matthew Turner","album",1,0,0,"He was proud and surprised about it.",4,4,3,"Exp3_P335",0
"1567","first","2A",3.61,"Stevie Cooper","science",1,0,0,"He said that it will be interesting to follow the children over time.",3,4,4,"Exp3_P335",0
"1568","first","2A",4.22,"Taylor Smith","athlete",0,0,1,"It took a lot of hard work to achieve that feat.",4,3,3,"Exp3_P335",0
"1569","first","3C",6.24,"Ashley Green","album",0,0,1,"I really wanted to express myself in a new way with a fresh sound. I wanted to do something different something that still appeals to my long-time fans. My music on this album is super raw and I felt very vulnerable writing it. ",4,2,2,"Exp3_P37",NA
"1570","first","3C",2.61,"Emerson Baker","animals",1,0,0,"he started adopting cats from the program and took them into his personal home. He alone raised 20 cats by himself at his own home. ",1,2,1,"Exp3_P37",NA
"1571","first","3C",6.82,"Emily Brooks","politics",0,1,0,"she received countless letters and phone calls from concerned citizens who were inspired by her actions and want to support her cause.",1,1,1,"Exp3_P37",NA
"1572","first","3C",5.34,"Jackie Walker","book",1,0,0,"he was able to quit his job in retail and focus on writing his sophomore book as a follow-up to Doorways. ",2,2,1,"Exp3_P37",NA
"1573","first","3C",1.28,"James White","athlete",1,0,0,"he will certainly continue to train and work towards these goals but he is aware of the damage it may do to his body and plans to take it easy. ",2,2,2,"Exp3_P37",NA
"1574","first","3C",4.39,"Jessie Turner","science",1,0,0,"he felt pleased with his results in the research so far.",3,2,1,"Exp3_P37",NA
"1575","first","3C",3.87,"Reese Campbell","meals",1,0,0,"he has developed a newfound sense of appreciation and understanding. ",2,2,2,"Exp3_P37",NA
"1576","first","1C",6.24,"Ashley Cook","book",0,1,0,"her book sold out at thousands of places Ashely spent nights and weekend she works hard for this book to be a success it was her number one goal to have a great successful book and she excited about how much the book is growing popularity and sold out she looking forward to the future of her book success and is excited to share her achievements with everyone",1,1,3,"Exp3_P163",NA
"1577","first","1C",2.61,"Emerson Moore","meals",0,1,0,"she is committed to helping those that are in need its something that she is motivated to do and she loves that this organization will come together as a team to make it a success this organization means so much to Emerson because shes been doing this for a long time and she wants everyone to feel like family and to feel welcome and love she all about keeping people uplifted and bringing people together for a big event and will continue years down the line because this is something that's meaningful to her",2,1,2,"Exp3_P163",NA
"1578","first","1C",6.82,"Emily Ward","album",0,0,1,"im very thankful for all the fans and the support they were giving me throughout the years i worked very hard on this album because i wanted to give my fans what they want i try to do things a little different in show a different side of me that people never have seen but im very happy and thankful to all the people and there support thank you for being with me through it all your support is very appreciative and i won't take it for granted",1,2,4,"Exp3_P163",NA
"1579","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she finally found a solution to sadness thing that happens Jackie work extra hard to make sure that these kittens are protected and well taken care of because she adores kittens so much she wanted to make the environment that they are living in safe its something that she work her hardest into doing because all the horror the kittens went through she very protective and caring when it comes to these kittens and she will go the extra mile to be there for the safety",1,4,3,"Exp3_P163",NA
"1580","first","1C",1.28,"James Green","science",1,0,0,"he wants to reassure that this study development become a success he is committed to teaching kids and showing them the extra mile how mathematics work this is something he truly want to achieve years down the line he take his math as a teacher very serious and he think is a great idea for kids to learn early because he knows this will be big help to them as they get older and the future so that his number one goal",4,5,4,"Exp3_P163",NA
"1581","first","1C",4.39,"Jessie Brooks","athlete",0,0,1,"i extremely thankful for this opportunity that i work hard towards running has been my passion since i was younger and i want give up yet or at all im glad to have achieve as much as i did throughout the years im extremely grateful and can't wait to show people all around the world what i have in store for them this is a great opportunity for me and it has been a success over the years i am very proud of my self for all my accomplishments in the people that were there to support me throughout the years",3,1,4,"Exp3_P163",NA
"1582","first","1C",3.87,"Reese King","politics",1,0,0,"he brought so many people together in the community this happens so unexpectedly he didnt think it would take off as quickly as it can this is something that has him in shocked and surprisingly overwhelmed this was a dream come true for him and he was and shocked in how everything played out for him this is a moment he will forever cherish",4,5,3,"Exp3_P163",NA
"1583","first","1C",6.24,"Ashley Cook","book",0,1,0,"She felt great about herself and went out to celebrate.",1,1,1,"Exp3_P177",0
"1584","first","1C",2.61,"Emerson Moore","meals",0,0,1,"they are making the local community a better place for all.",1,1,1,"Exp3_P177",0
"1585","first","1C",6.82,"Emily Ward","album",0,0,1,"I so happy that others like the music and love sharing it with the world",1,1,2,"Exp3_P177",0
"1586","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she learned the in's and outs of what it takes to help these cats have a better life.",1,1,1,"Exp3_P177",0
"1587","first","1C",1.28,"James Green","science",1,0,0,"he learned there is still much more to learn",2,3,2,"Exp3_P177",0
"1588","first","1C",4.39,"Jessie Brooks","athlete",0,0,1,"I wouldn't count it past me",2,2,3,"Exp3_P177",0
"1589","first","1C",3.87,"Reese King","politics",0,1,0,"she went home to see what more she could do",2,2,2,"Exp3_P177",0
"1590","first","1C",6.24,"Ashley Cook","book",0,0,1,"ashley has produced a throught provoking yet light hearted story about the moment that shape our live",5,6,5,"Exp3_P200",1
"1591","first","1C",2.61,"Emerson Moore","meals",0,0,1,"emerson will be continuing to accept donation this week and after thanksgiving will be planning dinner for Christmas  ",5,6,5,"Exp3_P200",1
"1592","first","1C",6.82,"Emily Ward","album",0,0,1,"which was relesed last month and has quickly become a staple on multiple radio station ",5,6,5,"Exp3_P200",1
"1593","first","1C",5.34,"Jackie Turner","animals",0,0,1,"jackie thanks the community for their support this year and says that the organisation will be counting to accept application for donation",5,6,5,"Exp3_P200",1
"1594","first","1C",1.28,"James Green","science",0,0,1,"this study is young the first to do neuron studies on children  this young and provide impotent insight into children ",5,4,6,"Exp3_P200",1
"1595","first","1C",4.39,"Jessie Brooks","athlete",0,0,1,"Jessie said i'm feeling good and so i'm still running ",5,6,7,"Exp3_P200",1
"1596","first","1C",3.87,"Reese King","politics",0,0,1,"Reese has done a remarkable job talking to constituents to develop a platform that will help our city thrive in coming year",5,6,5,"Exp3_P200",1
"1597","first","2B",5.22,"Blair Young","animals",0,0,1,"to help regulate the cat population to keep all of the cats and humans existing in a kind of  harmony",2,1,3,"Exp3_P81",0
"1598","first","2B",1.24,"Brian Wright","science",1,0,0,"he continued to think about it before going home",3,2,3,"Exp3_P81",0
"1599","first","2B",5.86,"Elisha Bell","book",0,1,0,"she continued to write for years keeping her retail job while reducing her hours for more writing",2,1,2,"Exp3_P81",0
"1600","first","2B",3.75,"Quinn Brooks","politics",1,0,0,"he continued to campaign until the night of the big event",1,2,2,"Exp3_P81",0
"1601","first","2B",6.78,"Rebecca King","album",0,0,1,"it was a difficult album to write but one that worked out alright in the end",2,1,2,"Exp3_P81",0
"1602","first","2B",4.34,"Riley Campbell","athlete",1,0,0,"he was hopeful and optimistic",1,2,3,"Exp3_P81",0
"1603","first","2B",2.41,"Tommie Hill","meals",1,0,0,"he's been feeling more grateful about his own situation",1,2,2,"Exp3_P81",0
"1604","first","3A",2.12,"Chris Young","politics",1,0,0,"the election took place 4 days later. Chris won against his competition winning 69% of the of votes. It was a major victory. ",1,2,2,"Exp3_P378",1
"1605","first","3A",5.59,"Jodie Cooper","athlete",0,1,0,"It's not impossible but it will take a lot of hard work and dedication. Jodie's next competition will be held next Friday where she hopes to pull out another win. ",2,1,3,"Exp3_P378",1
"1606","first","3A",4.73,"Kerry Bell","animals",0,0,1,"an electrical fire burned down their headquarters killing and injuring many of the cats that were housed within the building. It was a tough time but we have recovered thanks to the community and are doing well. says Kerry. The headquarters has since been rebuilt and donations have allowed this organization to thrive.",2,2,3,"Exp3_P378",1
"1607","first","3A",6.73,"Mary Collins","album",0,1,0,"she is excited to perform and grateful for the enthusiasm of her followers. I couldn't have done this without the love and support of my fans! she says. ",2,1,4,"Exp3_P378",1
"1608","first","3A",1.21,"Matthew Brown","science",0,0,1,"people protested on campus stating it was inhumane to do these tests on children. The protests have been gaining traction and grow daily. ",2,1,2,"Exp3_P378",1
"1609","first","3A",3.61,"Stevie Ward","meals",0,0,1,"people in need have been getting the help they need and are thankful for the services. Demand for the meals has grown and donations are needed to keep the service sustainable. ",1,2,1,"Exp3_P378",1
"1610","first","3A",4.22,"Taylor Miller","book",1,0,0,"He quit his job in retail and plans on dedicating his time fully on writing novels. ",2,1,3,"Exp3_P378",1
"1611","first","1C",6.24,"Ashley Cook","book",0,1,0,"she quit her job and has began traveling training speaking and encouraging others to do what she has done.",1,1,1,"Exp3_P404",NA
"1612","first","1C",2.61,"Emerson Moore","meals",1,0,0,"he has gained national and international attention and inspired many people to give to the cause from around the world. ",1,2,1,"Exp3_P404",NA
"1613","first","1C",6.82,"Emily Ward","album",0,1,0,"she was very happy that all the hard work has paid off and that she can continue to do what she loves. ",1,1,1,"Exp3_P404",NA
"1614","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she realized she needed a lot of help and has since gained lots of volunteers from the community. ",1,2,1,"Exp3_P404",NA
"1615","first","1C",1.28,"James Green","science",1,0,0,"he received follow up funding from many sources as they felt what he was doing was very important. ",2,1,1,"Exp3_P404",NA
"1616","first","1C",4.39,"Jessie Brooks","athlete",0,1,0,"she believes she can do it and will continue working hard to accomplish the goals. ",2,1,1,"Exp3_P404",NA
"1617","first","1C",3.87,"Reese King","politics",0,1,0,"she felt more energized than ever to accomplish the goals she set out to do and doubled down on her strategy. ",3,2,1,"Exp3_P404",NA
"1618","first","1A",2.12,"Chris Miller","science",0,0,1,"The study showed the different parts of the brain that were activated based on the tests. Some of the results were anticipated and well-known. Other results were fairly unexpected and required more testing.",4,4,4,"Exp3_P244",NA
"1619","first","1A",5.59,"Jodie Parker","book",0,1,0,"Jodie is working on her next book. It's a fantasy which she has been working on for several years.",4,5,5,"Exp3_P244",NA
"1620","first","1A",4.73,"Kerry Baker","album",0,0,1,"it was surreal. The reception to it was so nice to have and it felt like a lot of people had a personal connection to it.",4,4,4,"Exp3_P244",NA
"1621","first","1A",6.73,"Mary Cooper","athlete",0,0,1,"it's going to be tough but I'm really working hard for it. I feel great and hope to compete well.",4,5,4,"Exp3_P244",NA
"1622","first","1A",1.21,"Matthew Smith","animals",0,0,1,"it has quickly grown and has been extremely effective in the community. It has started to influence and work with other organizations.",5,5,5,"Exp3_P244",NA
"1623","first","1A",3.61,"Stevie White","politics",1,0,0,"more donations were given to his campaign---small and large. Stevie's event was incredibly successful in getting people to know and rally for him.",4,4,4,"Exp3_P244",NA
"1624","first","1A",4.22,"Taylor Wright","meals",0,1,0,"Taylor has been able to be effective in getting more volunteers involved and feeding more people during Thanksgiving. More people are starting to help and understand her work.",2,2,2,"Exp3_P244",NA
"1625","first","1C",6.24,"Ashley Cook","book",0,1,0,"she was humbled by the success her novel received. She quit her retail job to focus on her career in writing. She participated in a book tour and began working on her second novel in between. After completion of the book tour she spent all of her time writing her second novel. ",2,2,4,"Exp3_P243",1
"1626","first","1C",2.61,"Emerson Moore","meals",0,0,1,"they continued their relationship for multiple years. Since the partnership was so helpful Emerson's charitable relationships expanded to others. The worked with the American Red Cross and the Salvation Army and continued to support the community for years.",3,4,4,"Exp3_P243",1
"1627","first","1C",6.82,"Emily Ward","album",0,1,0,"she is appreciative for all the support she has received from her fans and the music community. She hopes that the art she provides meets the standards of her fans. She hopes the tour is fun for her fans and hopes her next album is well received.",2,4,4,"Exp3_P243",1
"1628","first","1C",5.34,"Jackie Turner","animals",0,1,0,"she continued to be an active member of the organization. Taking car of cats personally and helping them rehabilitate and finding them good and loving homes. She has since taken her organization state-wide and continues to see an increasing positive impact through its expansion.",3,2,3,"Exp3_P243",1
"1629","first","1C",1.28,"James Green","science",1,0,0,"he completed the study and published his results. It was reviewed by multiple medical journals and distributed for review. He was invited to speak at conferences and pursued other research opportunities.",4,4,5,"Exp3_P243",1
"1630","first","1C",4.39,"Jessie Brooks","athlete",0,0,1,"I love running. I will probably take a couple weeks to recover and take a break and then I will be back at it. Winning these medals and setting records has been an incredibly humbling experience and I am grateful to still be where I am. I want to take advantage of it and keep being successful.",4,2,4,"Exp3_P243",1
"1631","first","1C",3.87,"Reese King","politics",1,0,0,"he received the highest number of votes in the election despite the projections for a low turn out and was able to win the election. He is projected to do well in his subsequent re-election campaigns.",4,3,2,"Exp3_P243",1
"1632","first","1B",5.22,"Blair Campbell","politics",1,0,0,"He attracted about 500 community members Blair is running against the incumbent state legislature member. During the event Blair did a remarkable job talking to constituents to develop a platform that will help our city thrive in comings year.",1,1,1,"Exp3_P136",1
